r_err	mag	sus	N	T	h	gamma	n	filetered error
126.3441166	0.016138182	0.999739559	100	2.744	0	2.3	100	126.3441166
126.2876825	0.019916364	0.999603338	100	2.456	0	2.45	100	126.2876825
126.0511652	0.558718182	0.687833993	100	1.88	0	2.39	100	126.0511652
124.7469255	0.068869091	0.995257048	100	2.84	0	2.17	100	124.7469255
124.4614339	0.000527273	0.999999722	100	4.28	0	2.425	100	124.4614339
124.0436438	0.005616364	0.999968456	100	3.896	0	2.235	100	124.0436438
123.9004981	0.02694	0.999274236	100	3.128	0	2.135	100	123.9004981
123.8196686	0.661150909	0.562879475	100	1.256	0	2.495	100	123.8196686
123.3612794	0.009241818	0.999914589	100	4.76	0	2.025	100	123.3612794
123.2274177	0.747023636	0.441955687	100	1.064	0	2.355	100	123.2274177
122.932497	0.672029091	0.548376901	100	1.112	0	2.405	100	122.932497
121.764802	0.566201818	0.679415501	100	2.024	0	2.4	100	121.764802
121.4743462	0.635510909	0.596125884	100	1.784	0	2.46	100	121.4743462
121.3388631	0.453607273	0.794240442	100	2.792	0	2.405	100	121.3388631
120.8044019	0.653885455	0.572433812	100	1.208	0	2.415	100	120.8044019
120.7004849	0.670032727	0.551056144	100	1.4	0	2.37	100	120.7004849
120.4488969	0.688714545	0.525672275	100	1.016	0	2.49	100	120.4488969
120.0916448	0.570723636	0.674274531	100	2.744	0	2.435	100	120.0916448
118.5606405	0.635267273	0.596435492	100	2.12	0	2.16	100	118.5606405
117.9554534	0.655538182	0.570269692	100	2.552	0	2.135	100	117.9554534
117.8950152	0.68098	0.53626624	100	1.544	0	2.275	100	117.8950152
117.8151558	0.807389091	0.348122856	100	0.824	0	2.05	100	117.8151558
117.7440134	0.668616364	0.552952158	100	0.68	0	2.47	100	117.7440134
117.0291598	0.630929091	0.601928482	100	2.072	0	2.235	100	117.0291598
116.8130578	0.689752727	0.524241175	100	1.4	0	2.185	100	116.8130578
116.0790612	0.673478182	0.546427139	100	1.256	0	2.17	100	116.0790612
115.9529868	0.600045455	0.639945452	100	1.496	0	2.345	100	115.9529868
115.6983688	0.702776364	0.506105383	100	1.448	0	2.03	100	115.6983688
115.24036	0.540823636	0.707509794	100	2.6	0	2.375	100	115.24036
115.0022645	0.668472727	0.553144213	100	1.016	0	2.485	100	115.0022645
113.8569742	0.788332727	0.378531511	100	1.16	0	2.185	100	113.8569742
113.8508273	0.786145455	0.381975324	100	0.872	0	2.06	100	113.8508273
113.8212738	0.578672727	0.665137875	100	1.496	0	2.44	100	113.8212738
113.270216	0.003118182	0.999990277	100	4.664	0	2.37	100	113.270216
113.120561	0.619461818	0.616267056	100	1.976	0	2.155	100	113.120561
113.0289096	0.673476364	0.546429588	100	0.92	0	2.305	100	113.0289096
112.721194	0.491343636	0.758581431	100	2.6	0	2	100	112.721194
112.3369485	0.973318182	0.052651717	100	0.392	0	2.055	100	112.3369485
112.0646742	0.485467273	0.764321527	100	3.464	0	2.115	100	112.0646742
111.9955788	0.025318182	0.99935899	100	4.472	0	2.065	100	111.9955788
111.9953795	0.694250909	0.518015675	100	1.064	0	2.47	100	111.9953795
111.5283675	0.007354545	0.999945911	100	3.128	0	2.29	100	111.5283675
111.4354771	0.76226	0.418959692	100	1.304	0	2.115	100	111.4354771
111.3060172	0.007474545	0.999944131	100	4.28	0	2.315	100	111.3060172
110.7361618	0.764787273	0.415100427	100	0.872	0	2.4	100	110.7361618
110.3492397	0.89558	0.197936464	100	0.728	0	2.125	100	110.3492397
110.2764446	0.552867273	0.694337779	100	2.792	0	2.21	100	110.2764446
110.2227187	0.543083636	0.705060164	100	2.6	0	2.1	100	110.2227187
109.7493809	0.722158182	0.47848756	100	1.208	0	2.23	100	109.7493809
109.7096968	0.00408	0.999983354	100	4.808	0	2.1	100	109.7096968
109.1090342	0.654872727	0.571141711	100	1.688	0	2.28	100	109.1090342
108.2036743	0.648294545	0.579714182	100	1.592	0	2.35	100	108.2036743
108.0776715	0.002798182	0.99999217	100	3.896	0	2.445	100	108.0776715
107.8632789	0.687550909	0.527273747	100	1.592	0	2.165	100	107.8632789
107.6570713	0.673829091	0.545954356	100	1.256	0	2.39	100	107.6570713
107.3562248	0.581216364	0.662187539	100	2.216	0	2.095	100	107.3562248
107.1221815	0.13922	0.980617792	100	3.8	0	2.16	100	107.1221815
106.8450481	0.658105455	0.566897211	100	1.832	0	2.025	100	106.8450481
106.1366634	0.261109091	0.931822043	100	1.544	0	2.37	100	106.1366634
105.7440724	0.653554545	0.572866456	100	2.12	0	2.21	100	105.7440724
105.707005	0.053849091	0.997100275	100	2.552	0	2.39	100	105.707005
105.7042464	0.736258182	0.45792389	100	1.88	0	2.015	100	105.7042464
105.6666027	0.002021818	0.999995912	100	4.904	0	2.43	100	105.6666027
105.6200834	0.757187273	0.426667434	100	0.872	0	2.355	100	105.6200834
105.5974938	0.559563636	0.686888537	100	1.928	0	2.055	100	105.5974938
105.1545329	0.646823636	0.581619183	100	1.304	0	2.205	100	105.1545329
105.1271686	0.01746	0.999695148	100	3.896	0	2.31	100	105.1271686
105.0149998	0.077914545	0.993929324	100	3.56	0	2.245	100	105.0149998
104.7828631	0.045878182	0.997895192	100	2.888	0	2.34	100	104.7828631
104.3549852	0.569470909	0.675702884	100	2.696	0	2.06	100	104.3549852
103.8294226	0.594901818	0.646091827	100	2.36	0	2.325	100	103.8294226
103.4978736	0.523545455	0.725900157	100	2.072	0	2.435	100	103.4978736
103.392412	0.779847273	0.391838231	100	0.968	0	2.455	100	103.392412
103.1721369	0.669983636	0.551121927	100	0.92	0	2.46	100	103.1721369
103.0913045	0.035567273	0.998734969	100	4.184	0	2.155	100	103.0913045
102.7226464	0.544783636	0.70321079	100	2.12	0	2.305	100	102.7226464
102.5251767	0.608038182	0.630289569	100	1.88	0	2.33	100	102.5251767
102.2411896	0.00456	0.999979206	100	3.56	0	2.2	100	102.2411896
101.5355647	0.640730909	0.589463902	100	1.928	0	2.145	100	101.5355647
101.3702454	0.082510909	0.99319195	100	2.36	0	2.435	100	101.3702454
101.3422194	0.661610909	0.562271005	100	1.496	0	2.475	100	101.3422194
101.1403255	0.102921818	0.989407099	100	2.696	0	2.4	100	101.1403255
100.9972689	0.726547273	0.47212906	100	1.64	0	2.025	100	100.9972689
100.9246181	0.561621818	0.684580933	100	2.456	0	2.115	100	100.9246181
100.8042398	0.025	0.999375	100	2.072	0	2.445	100	100.8042398
100.5985145	0.678274545	0.539943641	100	1.688	0	2.415	100	100.5985145
100.2300055	0.833558182	0.305180758	100	0.584	0	2.16	100	100.2300055
99.77266308	0.639729091	0.59074669	100	1.928	0	2.275	100	99.77266308
99.60080991	0.539598182	0.708833802	100	2.744	0	2.16	100	99.60080991
99.55387275	0.00044	0.999999806	100	2.888	0	2.29	100	99.55387275
99.33704098	0.637132727	0.594061888	100	1.88	0	2.045	100	99.33704098
99.08733854	0.001547273	0.999997606	100	4.328	0	2.05	100	99.08733854
98.99582889	0.812418182	0.339976698	100	0.44	0	2.33	100	98.99582889
98.75049784	0.78792	0.379182074	100	0.968	0	2.24	100	98.75049784
98.00195202	0.693143636	0.519551899	100	1.352	0	2.185	100	98.00195202
96.31322317	0.683792727	0.532427506	100	1.352	0	2.155	100	96.31322317
95.96950216	0.632729091	0.599653898	100	1.112	0	2.41	100	95.96950216
95.19269494	0.011854545	0.99985947	100	3.368	0	2.415	100	95.19269494
93.68423964	0.776761818	0.396641078	100	1.112	0	2.075	100	93.68423964
93.64344874	0.665085455	0.557661338	100	1.544	0	2.495	100	93.64344874
92.07975125	0.006781818	0.999954007	100	2.312	0	2.44	100	92.07975125
91.98957869	0.599323636	0.640811179	100	1.544	0	2.2	100	91.98957869
91.86280326	0.007089091	0.999949745	100	3.896	0	2.24	100	91.86280326
91.54464084	0.53274	0.716188092	100	1.592	0	2.4	100	91.54464084
91.47091353	0.455969091	0.792092188	100	2.792	0	2.22	100	91.47091353
91.33484772	0.560870909	0.685423823	100	2.6	0	2.045	100	91.33484772
91.24915088	0.744309091	0.446003977	100	1.304	0	2.125	100	91.24915088
91.18444591	0.000330909	0.99999989	100	2.504	0	2.495	100	91.18444591
91.08549895	0.562672727	0.683399402	100	2.312	0	2.155	100	91.08549895
90.93213282	0.67676	0.541995902	100	1.736	0	2.125	100	90.93213282
89.6849432	0.410170909	0.831759825	100	3.176	0	2.135	100	89.6849432
89.62695895	0.054736364	0.99700393	100	1.592	0	2.455	100	89.62695895
89.50209784	0.002134545	0.999995444	100	4.088	0	2.1	100	89.50209784
89.35262762	0.570081818	0.675006721	100	2.264	0	2.275	100	89.35262762
89.07534489	0.610787273	0.626938907	100	1.88	0	2.225	100	89.07534489
88.94150083	0.004163636	0.999982664	100	3.896	0	2.25	100	88.94150083
88.37880755	0.534916364	0.713864484	100	1.352	0	2.45	100	88.37880755
88.15715889	0.705398182	0.502413405	100	0.728	0	2.445	100	88.15715889
88.08268222	0.302683636	0.908382616	100	3.128	0	2.395	100	88.08268222
87.66220079	0.760494545	0.421648046	100	0.968	0	2.265	100	87.66220079
87.17263595	0.030778182	0.999052704	100	1.592	0	2.46	100	87.17263595
86.68486361	0.013616364	0.999814595	100	4.232	0	2.345	100	86.68486361
85.9689691	0.519547273	0.730070631	100	2.792	0	2.05	100	85.9689691
85.48245404	0.007169091	0.999948604	100	4.808	0	2.12	100	85.48245404
85.48100116	0.029856364	0.999108598	100	4.28	0	2.29	100	85.48100116
85.36500609	0.538194545	0.710346631	100	2.072	0	2.265	100	85.36500609
85.03764946	0.578030909	0.665880268	100	2.504	0	2.16	100	85.03764946
84.97239021	0.649785455	0.577778863	100	1.688	0	2.36	100	84.97239021
84.95599474	0.795141818	0.367749489	100	0.392	0	2.18	100	84.95599474
84.92736575	0.001658182	0.99999725	100	3.32	0	2.14	100	84.92736575
84.73260942	0.062281818	0.996120975	100	0.824	0	2.465	100	84.73260942
84.58790976	0.381829091	0.854206545	100	1.256	0	2.46	100	84.58790976
84.17020809	0.04114	0.9983075	100	2.84	0	2.43	100	84.17020809
84.09165032	0.614132727	0.622840993	100	1.832	0	2.185	100	84.09165032
84.08210947	0.617916364	0.618179368	100	2.552	0	2.1	100	84.08210947
83.88484335	0.590349091	0.651487951	100	1.112	0	2.325	100	83.88484335
83.86954645	0.620205455	0.615345194	100	1.496	0	2.145	100	83.86954645
83.41832033	0.556014545	0.690847825	100	2.696	0	2.04	100	83.41832033
83.31577593	0.721027273	0.480119672	100	1.256	0	2.245	100	83.31577593
83.26971383	0.697736364	0.513163967	100	0.92	0	2.19	100	83.26971383
83.20968284	0.58602	0.65658056	100	1.448	0	2.275	100	83.20968284
83.19156116	0.508074545	0.741860256	100	3.752	0	2.03	100	83.19156116
82.70679378	0.494436364	0.755532682	100	3.32	0	2.145	100	82.70679378
82.64809725	0.334156364	0.888339525	100	3.368	0	2.14	100	82.64809725
82.25241684	0.80492	0.352103794	100	0.824	0	2.29	100	82.25241684
82.07883103	0.521430909	0.728109807	100	2.072	0	2.22	100	82.07883103
82.07237119	5.82E-05	0.999999997	100	3.704	0	2.47	100	82.07237119
81.90484779	0.457434545	0.790753637	100	2.504	0	2.385	100	81.90484779
81.86645591	0.757603636	0.42603673	100	0.872	0	2.48	100	81.86645591
81.79182949	0.574630909	0.669799318	100	2.264	0	2.305	100	81.79182949
81.6325171	0.2358	0.94439836	100	2.792	0	2.195	100	81.6325171
81.38714407	0.555781818	0.691106571	100	2.504	0	2.21	100	81.38714407
81.18107071	0.762830909	0.418089004	100	1.448	0	2.225	100	81.18107071
80.99875936	0.526638182	0.722652225	100	3.032	0	2.235	100	80.99875936
80.66702272	0.531649091	0.717349244	100	2.216	0	2.135	100	80.66702272
80.56400019	0.622932727	0.611954817	100	2.12	0	2.05	100	80.56400019
80.55762406	0.476678182	0.772777911	100	2.696	0	2	100	80.55762406
80.5040967	0.545921818	0.701969368	100	2.264	0	2.42	100	80.5040967
79.87093465	0.796230909	0.366016339	100	1.352	0	2	100	79.87093465
79.47446018	0.027785455	0.999227969	100	2.936	0	2.305	100	79.47446018
79.38722646	0.809850909	0.344141505	100	0.776	0	2.165	100	79.38722646
79.2772767	0.824034545	0.320967068	100	0.824	0	2.315	100	79.2772767
79.21230806	0.5385	0.71001775	100	1.928	0	2.215	100	79.21230806
78.80609145	0.591263636	0.650407312	100	2.264	0	2.19	100	78.80609145
78.53383557	0.826314545	0.317204272	100	0.92	0	2.025	100	78.53383557
78.40029358	0.005178182	0.999973186	100	3.944	0	2.48	100	78.40029358
77.69041236	0.561618182	0.684585018	100	1.544	0	2.305	100	77.69041236
77.67328445	0.09622	0.990741712	100	3.944	0	2.095	100	77.67328445
77.4425475	0.07326	0.994632972	100	2.216	0	2.435	100	77.4425475
76.3129752	0.658405455	0.566502257	100	1.448	0	2.24	100	76.3129752
76.16964521	0.759487273	0.423179083	100	1.208	0	2.22	100	76.16964521
75.92383877	0.512821818	0.737013783	100	3.368	0	2.005	100	75.92383877
75.91953312	0.275125455	0.924305984	100	3.368	0	2.22	100	75.91953312
75.81006451	0.6263	0.60774831	100	2.264	0	2.15	100	75.81006451
75.77277514	0.6281	0.60549039	100	1.352	0	2.375	100	75.77277514
75.19702735	0.594992727	0.645983654	100	1.496	0	2.49	100	75.19702735
74.9830121	0.585156364	0.65759203	100	2.312	0	2.24	100	74.9830121
74.82058692	0.010814545	0.999883046	100	3.32	0	2.075	100	74.82058692
74.47977771	0.655667273	0.570100427	100	1.448	0	2.395	100	74.47977771
74.39161701	0.699445455	0.510776056	100	1.352	0	2.175	100	74.39161701
74.28310508	0.557070909	0.689672002	100	1.688	0	2.31	100	74.28310508
74.17910628	0.706021818	0.501533192	100	0.824	0	2.48	100	74.17910628
74.06289423	0.014543636	0.999788483	100	4.904	0	2.18	100	74.06289423
74.0120394	0.660952727	0.563141492	100	1.448	0	2.335	100	74.0120394
73.65014326	0.061209091	0.996253447	100	3.032	0	2.405	100	73.65014326
73.61950231	0.568316364	0.677016511	100	2.408	0	2.02	100	73.61950231
73.4669195	0.022710909	0.999484215	100	2.744	0	2.13	100	73.4669195
73.37747653	0.583187273	0.659892605	100	1.4	0	2.485	100	73.37747653
72.97306535	0.685623636	0.529920229	100	1.592	0	2.45	100	72.97306535
72.91870162	0.763087273	0.417697814	100	0.776	0	2.36	100	72.91870162
72.79576528	0.769943636	0.407186797	100	0.92	0	2.13	100	72.79576528
72.6988703	0.742909091	0.448086083	100	0.872	0	2.485	100	72.6988703
72.60699611	0.804038182	0.353522602	100	0.968	0	2.16	100	72.60699611
72.5425075	0.086314545	0.992549799	100	4.328	0	2.265	100	72.5425075
72.54210805	0.002296364	0.999994727	100	3.224	0	2.125	100	72.54210805
72.42890658	0.614723636	0.622114851	100	1.976	0	2.19	100	72.42890658
72.03800412	0.534207273	0.71462259	100	2.12	0	2.095	100	72.03800412
71.99040059	0.004169091	0.999982619	100	3.992	0	2.345	100	71.99040059
71.96532153	0.563198182	0.682807808	100	1.208	0	2.465	100	71.96532153
71.38917414	0.664247273	0.558775561	100	1.496	0	2.065	100	71.38917414
71.32496117	0.467363636	0.781571231	100	2.552	0	2.2	100	71.32496117
71.31264725	0.675870909	0.543198514	100	1.256	0	2.49	100	71.31264725
70.81941668	0.736061818	0.458213	100	1.352	0	2.2	100	70.81941668
70.52027226	0.000203636	0.999999959	100	2.6	0	2.48	100	70.52027226
70.42970271	0.001843636	0.999996601	100	4.952	0	2.425	100	70.42970271
70.39294094	0.564638182	0.681183724	100	2.12	0	2.5	100	70.39294094
70.30144615	0.846338182	0.283711682	100	0.632	0	2.295	100	70.30144615
70.0510939	0.709390909	0.496764538	100	1.4	0	2.47	100	70.0510939
70.0215643	0.774309091	0.400445432	100	0.824	0	2.25	100	70.0215643
69.21235632	0.622872727	0.612029566	100	1.352	0	2.36	100	69.21235632
68.85061865	0.650414545	0.576960919	100	1.544	0	2.38	100	68.85061865
68.80124603	0.457214545	0.790954859	100	3.32	0	2.155	100	68.80124603
68.51337007	0.386296364	0.850775119	100	2.552	0	2.345	100	68.51337007
68.48882213	0.4505	0.79704975	100	3.416	0	2.31	100	68.48882213
68.44918648	0.053594545	0.997127625	100	2.6	0	2.465	100	68.44918648
68.2368781	0.649529091	0.57811196	100	2.168	0	2.135	100	68.2368781
68.11866005	0.488009091	0.761847127	100	2.84	0	2.07	100	68.11866005
68.06558002	0.580256364	0.663302552	100	2.072	0	2.185	100	68.06558002
68.05373884	0.445405455	0.801613981	100	2.36	0	2.405	100	68.05373884
67.83147716	0.700638182	0.509106138	100	1.64	0	2.055	100	67.83147716
67.41396123	0.708549091	0.497958186	100	0.968	0	2.465	100	67.41396123
67.27638651	0.781447273	0.38934016	100	0.776	0	2.395	100	67.27638651
67.24097375	0.744658182	0.445484192	100	1.352	0	2.105	100	67.24097375
67.2105299	0.680127273	0.537426893	100	0.872	0	2.415	100	67.2105299
67.11786363	0.722089091	0.478587345	100	1.064	0	2.44	100	67.11786363
67.00700723	0.577130909	0.666919914	100	1.832	0	2.5	100	67.00700723
66.82478831	0.288130909	0.916980579	100	2.552	0	2.37	100	66.82478831
66.71080186	0.002881818	0.999991695	100	4.28	0	2.295	100	66.71080186
66.63181038	0.749081818	0.43887643	100	0.92	0	2.325	100	66.63181038
66.49416805	0.669572727	0.551672363	100	1.064	0	2.24	100	66.49416805
66.44364605	0.519287273	0.730340728	100	3.704	0	2.225	100	66.44364605
66.4281832	0.615430909	0.621244796	100	1.352	0	2.49	100	66.4281832
66.39817282	0.527147273	0.722115753	100	1.4	0	2.365	100	66.39817282
66.36976523	0.722765455	0.477610098	100	1.352	0	2.145	100	66.36976523
66.30948924	0.297490909	0.911499159	100	1.64	0	2.375	100	66.30948924
65.9822219	0.579321818	0.664386231	100	2.504	0	2.145	100	65.9822219
65.82223254	0.595105455	0.645849498	100	1.928	0	2.135	100	65.82223254
65.55980699	0.008996364	0.999919065	100	4.28	0	2.245	100	65.55980699
65.17515263	0.000601818	0.999999638	100	4.232	0	2.28	100	65.17515263
65.04925513	0.738038182	0.455299642	100	0.968	0	2.475	100	65.04925513
65.02635039	0.541741818	0.706515802	100	3.752	0	2.1	100	65.02635039
64.92277076	0.657774545	0.567332647	100	1.496	0	2.29	100	64.92277076
64.7722596	0.478874545	0.77067917	100	3.8	0	2.02	100	64.7722596
64.73214968	0.004047273	0.99998362	100	3.656	0	2.5	100	64.73214968
64.62987184	0.518638182	0.731014436	100	2.936	0	2.12	100	64.62987184
64.38940581	0.962181818	0.074206149	100	0.392	0	2.185	100	64.38940581
64.09767767	0.668503636	0.553102888	100	1.352	0	2.125	100	64.09767767
63.77878191	8.91E-05	0.999999992	100	4.04	0	2.28	100	63.77878191
63.39271935	0.001336364	0.999998214	100	4.04	0	2.095	100	63.39271935
63.30988017	0.662296364	0.561363527	100	1.448	0	2.13	100	63.30988017
63.15007993	0.756825455	0.427215231	100	0.824	0	2.455	100	63.15007993
63.09775413	0.674738182	0.544728386	100	1.64	0	2.11	100	63.09775413
63.08678076	0.001594545	0.999997457	100	3.08	0	2.49	100	63.08678076
62.92377055	0.676165455	0.542800278	100	1.16	0	2.33	100	62.92377055
62.83093605	0.655318182	0.570558081	100	0.92	0	2.48	100	62.83093605
62.76801284	0.701074545	0.508494482	100	1.736	0	2.08	100	62.76801284
62.6623559	0.614058182	0.622932549	100	1.544	0	2.255	100	62.6623559
62.43303744	0.34694	0.879632636	100	2.888	0	2.35	100	62.43303744
62.29181386	0.622503636	0.612489223	100	1.976	0	2.445	100	62.29181386
62.19814477	0.004234545	0.999982069	100	4.184	0	2.355	100	62.19814477
62.12212198	0.619710909	0.615958389	100	1.784	0	2.06	100	62.12212198
61.68580796	0.313130909	0.901949034	100	2.36	0	2.295	100	61.68580796
61.67371901	0.48928	0.760605082	100	3.08	0	2.08	100	61.67371901
61.5049872	0.002469091	0.999993904	100	4.136	0	2.23	100	61.5049872
61.50426806	0.017258182	0.999702155	100	2.792	0	2.37	100	61.50426806
61.22909472	0.591570909	0.65004386	100	1.832	0	2.43	100	61.22909472
61.18463388	0.613549091	0.623557513	100	1.832	0	2.36	100	61.18463388
61.17747782	0.002558182	0.999993456	100	4.28	0	2.06	100	61.17747782
61.12949111	0.510010909	0.739888873	100	3.368	0	2.25	100	61.12949111
60.72215667	0.464812727	0.783949129	100	2.648	0	2.18	100	60.72215667
60.64142152	0.680476364	0.536951919	100	2.024	0	2.045	100	60.64142152
60.63424601	0.701776364	0.507509935	100	0.968	0	2.47	100	60.63424601
60.60417349	0.631190909	0.601598036	100	1.544	0	2.475	100	60.60417349
60.56104737	0.557536364	0.689153203	100	1.976	0	2.38	100	60.56104737
60.52423043	0.002265455	0.999994868	100	3.08	0	2.18	100	60.52423043
60.45879549	0.495721818	0.754259879	100	3.416	0	2.115	100	60.45879549
60.35811419	0.641247273	0.588801935	100	1.88	0	2.1	100	60.35811419
60.27700814	0.422789091	0.821249385	100	3.224	0	2.05	100	60.27700814
60.1985527	0.033001818	0.99891088	100	3.944	0	2.17	100	60.1985527
60.17615788	0.003729091	0.999986094	100	4.904	0	2.385	100	60.17615788
60.15969001	0.828803636	0.313084532	100	0.776	0	2.155	100	60.15969001
60.06493553	0.002072727	0.999995704	100	2.408	0	2.415	100	60.06493553
60.05762424	0.508054545	0.741880579	100	2.504	0	2.33	100	60.05762424
60.04314387	0.687816364	0.52690865	100	1.4	0	2.295	100	60.04314387
59.8232098	0.765245455	0.414399394	100	0.92	0	2.38	100	59.8232098
59.70985199	0.551583636	0.695755492	100	2.792	0	2.12	100	59.70985199
59.67885823	0.571889091	0.672942868	100	3.416	0	2.015	100	59.67885823
59.57673727	0.533738182	0.715123553	100	2.456	0	2.46	100	59.57673727
59.48107715	0.617481818	0.618716204	100	2.504	0	2.095	100	59.48107715
59.33906991	0.040270909	0.998378254	100	2.648	0	2.46	100	59.33906991
59.22045747	0.016849091	0.999716108	100	1.784	0	2.49	100	59.22045747
59.16613157	0.712621818	0.492170144	100	1.544	0	2.23	100	59.16613157
59.04249102	0.009296364	0.999913578	100	3.944	0	2.31	100	59.04249102
59.0135176	0.752743636	0.433377018	100	0.92	0	2.06	100	59.0135176
58.93386345	0.499047273	0.75095182	100	3.608	0	2.11	100	58.93386345
58.92974167	0.722732727	0.477657405	100	0.92	0	2.36	100	58.92974167
58.92462997	0.001049091	0.999998899	100	4.616	0	2.3	100	58.92462997
58.85196026	0.001463636	0.999997858	100	2.072	0	2.38	100	58.85196026
