r_err,mag,sus,N,T,h,gamma,n,no_h_err,model
0.220417141,0.037899418,0.000213952,2500,3.272,0,3.14,50,0.215927087,SF
0.167333803,0.033534255,0.00031825,2500,2.024,0,4.34,50,0.163842333,SF
0.210665027,0.027306036,0.000157734,2500,2.6,0,4.1,50,0.206390318,SF
0.368607661,0.019442473,5.11E-05,2500,4.232,0,4.94,50,0.361174566,SF
0.318774304,0.021203345,5.73E-05,2500,4.424,0,3.62,50,0.312354834,SF
2.128435387,0.299590255,0.003856417,2500,0.2,0,4.7,50,2.0859074,SF
1.652878773,0.380004073,0.000319549,2500,1.832,0,2.96,50,1.619934671,SF
2.511671761,0.589006909,9.19E-05,2500,2.504,0,2.06,50,2.461457262,SF
0.302713545,0.019979927,6.51E-05,2500,3.56,0,4.52,50,0.296592789,SF
0.853697646,0.174705236,0.000292296,2500,2.984,0,3.08,50,0.837065815,SF
2.896948625,0.467125382,0.00010877,2500,2.984,0,2.24,50,2.839048548,SF
1.061811557,0.370450327,0.000471591,2500,1.448,0,3.26,50,1.040718697,SF
0.165089673,0.045887491,0.000496464,2500,2.216,0,3.62,50,0.16168103,SF
1.389605966,0.311412873,0.000287201,2500,2.312,0,2.84,50,1.361972745,SF
0.128678781,0.170310982,0.001644013,2500,1.448,0,4.04,50,0.1263424,SF
0.227068152,0.024895782,0.000120683,2500,2.888,0,3.92,50,0.222440241,SF
0.397289645,0.018859927,4.20E-05,2500,4.904,0,4.64,50,0.389243899,SF
0.230599262,0.024939564,0.000115097,2500,3.08,0,3.74,50,0.225944239,SF
0.29009475,0.024795055,7.87E-05,2500,4.424,0,3.2,50,0.284267149,SF
0.143824444,0.045738473,0.000678104,2500,1.64,0,4.46,50,0.140781047,SF
0.177994286,0.027855927,0.000202567,2500,2.12,0,4.76,50,0.174311819,SF
0.208651262,0.024674036,0.000145189,2500,2.408,0,4.7,50,0.204375872,SF
2.65541321,0.537425745,8.65E-05,2500,2.984,0,2.06,50,2.602326353,SF
1.32409362,0.344159345,0.000371876,2500,1.832,0,3.2,50,1.297748233,SF
0.334936005,0.019672509,5.77E-05,2500,3.848,0,4.82,50,0.328144544,SF
2.494812398,0.338438545,0.000114753,2500,3.752,0,2.36,50,2.445008263,SF
2.373158353,0.2748728,0.00011761,2500,4.04,0,2.48,50,2.325817869,SF
0.341325006,0.019892436,5.27E-05,2500,4.232,0,4.64,50,0.334443458,SF
2.153204817,0.671615418,0.000105739,2500,1.736,0,2.06,50,2.110150563,SF
1.742766192,0.655516509,0.059761721,2500,0.2,0,3.08,50,1.708835225,SF
2.392051922,0.534854691,0.003329545,2500,0.488,0,4.46,50,2.344232982,SF
0.254690702,0.022167782,8.94E-05,2500,3.176,0,4.28,50,0.249560152,SF
0.549178806,0.266671564,0.001995547,2500,0.872,0,4.64,50,0.538363267,SF
0.346661354,0.020309236,4.86E-05,2500,4.808,0,3.8,50,0.339654147,SF
0.309895511,0.020587491,5.72E-05,2500,4.232,0,4.04,50,0.303637722,SF
2.773976153,0.473653091,0.000188794,2500,2.024,0,2.48,50,2.718554532,SF
2.291624202,0.411502764,0.015934874,2500,0.296,0,4.22,50,2.245814491,SF
0.261980514,0.021330764,8.65E-05,2500,2.984,0,4.94,50,0.256662541,SF
0.22500433,0.054303273,0.000317621,2500,3.272,0,3.26,50,0.220389543,SF
2.078485677,0.413576655,0.000226848,2500,2.12,0,2.66,50,2.037005201,SF
2.402153964,0.597271564,0.00035962,2500,0.968,0,3.14,50,2.354146382,SF
2.643358181,0.669334182,0.00213697,2500,0.392,0,3.32,50,2.590525602,SF
2.506855269,0.695297236,0.000135321,2500,1.352,0,2.18,50,2.456730239,SF
0.323638762,0.0207752,5.66E-05,2500,4.328,0,3.86,50,0.317102289,SF
0.176706279,0.035781964,0.000313995,2500,2.216,0,4.04,50,0.173055675,SF
2.046441476,0.405686182,0.038085656,2500,0.2,0,3.8,50,2.005579495,SF
0.601153242,0.307480291,0.001773548,2500,0.776,0,5,50,0.589264185,SF
3.304553086,0.407942691,7.74E-05,2500,4.328,0,2.06,50,3.238502864,SF
2.077733357,0.3360368,0.000196437,2500,2.696,0,2.78,50,2.036278056,SF
1.056080646,0.288919491,0.000369961,2500,1.928,0,3.14,50,1.035162609,SF
1.389404641,0.155324218,0.000191019,2500,3.848,0,2.84,50,1.361963304,SF
0.117168137,0.061768073,0.001500125,2500,1.256,0,5,50,0.114624854,SF
0.13346826,0.123547273,0.001743493,2500,1.544,0,4.22,50,0.130615793,SF
2.888936043,0.437604291,0.000115269,2500,3.08,0,2.3,50,2.831210629,SF
0.354060077,0.020030109,5.07E-05,2500,4.52,0,4.16,50,0.34692126,SF
1.78091171,0.500247927,0.000393719,2500,1.16,0,3.2,50,1.745356844,SF
0.38283783,0.292436291,0.000830809,2500,1.544,0,3.56,50,0.375583279,SF
2.423752742,0.529420436,0.000231951,2500,1.544,0,2.66,50,2.37533428,SF
0.244267897,0.1374504,0.000160397,2500,4.712,0,2.6,50,0.241544564,SF
1.072607839,0.288988873,0.000519221,2500,1.736,0,3.5,50,1.051331012,SF
2.906564834,0.284693964,0.000102608,2500,4.424,0,2.36,50,2.848524592,SF
0.278502298,0.0216912,7.88E-05,2500,3.368,0,4.4,50,0.272848135,SF
0.398534833,0.018857455,4.35E-05,2500,4.712,0,4.64,50,0.390478293,SF
3.175333239,0.405523127,0.000113861,2500,3.272,0,2.3,50,3.111877608,SF
0.250022005,0.096611055,0.000203514,2500,4.04,0,3.02,50,0.245302726,SF
0.375883373,0.019743636,4.54E-05,2500,4.808,0,3.98,50,0.368327719,SF
0.287934872,0.021423418,6.71E-05,2500,3.848,0,3.62,50,0.282107569,SF
0.221372764,0.023916509,0.000122717,2500,2.696,0,4.4,50,0.2168366,SF
0.300301006,0.021432582,6.41E-05,2500,4.04,0,3.98,50,0.294234991,SF
0.319929324,0.020699636,6.12E-05,2500,4.04,0,3.8,50,0.313481105,SF
0.29126684,0.0211784,6.95E-05,2500,3.752,0,4.16,50,0.285386517,SF
3.240169989,0.366418836,7.27E-05,2500,5,0,2.12,50,3.175416125,SF
0.382170134,0.0193824,4.62E-05,2500,4.712,0,4.16,50,0.374467136,SF
1.696009979,0.477518764,0.002026062,2500,0.584,0,4.64,50,1.662122207,SF
0.099536889,0.182744945,0.004100428,2500,0.968,0,4.64,50,0.097281224,SF
0.290830806,0.020834691,7.28E-05,2500,3.368,0,4.94,50,0.284937369,SF
1.013500234,0.398914909,0.001563516,2500,0.68,0,5,50,0.993297809,SF
0.207096173,0.106901745,0.000435846,2500,3.272,0,2.9,50,0.20285328,SF
2.868437072,0.341271491,8.51E-05,2500,4.616,0,2.24,50,2.811136668,SF
0.191705588,0.041169891,0.000311808,2500,2.888,0,3.2,50,0.187797948,SF
2.67702329,0.601434182,9.49E-05,2500,2.408,0,2,50,2.623500873,SF
0.232734038,0.024474109,0.000114429,2500,2.984,0,3.86,50,0.227994323,SF
0.391052098,0.019121236,4.71E-05,2500,4.52,0,5,50,0.383198624,SF
0.177469006,0.028173818,0.000209145,2500,2.12,0,4.46,50,0.173775146,SF
1.749497999,0.170823927,0.000138382,2500,4.328,0,2.84,50,1.7148091,SF
0.162305054,0.048914982,0.000534781,2500,2.12,0,3.74,50,0.15893282,SF
2.067171642,0.486854909,0.000278723,2500,1.544,0,2.78,50,2.025903873,SF
0.261661172,0.021696364,8.71E-05,2500,3.08,0,4.82,50,0.256349002,SF
2.568117293,0.611264218,0.000175038,2500,1.448,0,2.54,50,2.516779963,SF
0.262288595,0.021668,8.36E-05,2500,3.176,0,4.76,50,0.256978398,SF
0.221724274,0.032693309,0.00017585,2500,3.272,0,3.38,50,0.217221771,SF
0.233484843,0.031931782,0.000171944,2500,3.176,0,3.56,50,0.228721521,SF
0.107213075,0.191249309,0.003013463,2500,1.16,0,4.28,50,0.10509692,SF
0.317916358,0.021214327,5.92E-05,2500,4.232,0,3.92,50,0.311498998,SF
0.285423702,0.021691345,7.28E-05,2500,3.752,0,3.74,50,0.279672196,SF
2.782827183,0.577533382,0.000108927,2500,2.312,0,2.18,50,2.727201079,SF
2.340003806,0.537319927,0.000201465,2500,1.64,0,2.6,50,2.293265834,SF
0.991424498,0.406143055,0.001126584,2500,0.776,0,4.28,50,0.971677895,SF
2.425657641,0.703003782,0.001108814,2500,0.392,0,3.02,50,2.377201904,SF
0.353275079,0.020291491,4.99E-05,2500,4.712,0,3.86,50,0.346119623,SF
0.234870398,0.024578836,0.000108825,2500,3.176,0,3.8,50,0.230065652,SF
1.15430548,0.445301382,0.000713611,2500,0.968,0,3.68,50,1.131308981,SF
0.259714623,0.032555418,0.000133228,2500,4.04,0,3.26,50,0.254444639,SF
2.468781991,0.654846473,0.000130353,2500,1.544,0,2.24,50,2.419423613,SF
0.141638026,0.057985309,0.001011426,2500,1.544,0,4.7,50,0.138656515,SF
2.755024347,0.635845309,0.000210055,2500,1.16,0,2.54,50,2.699946226,SF
0.225422396,0.023737236,0.000128496,2500,2.504,0,4.64,50,0.220831898,SF
3.021231648,0.372960873,7.48E-05,2500,4.808,0,2.24,50,2.960856746,SF
0.420318888,0.018862545,4.14E-05,2500,4.808,0,4.88,50,0.411896635,SF
0.356491626,0.287758764,0.001102897,2500,1.352,0,3.74,50,0.349732768,SF
2.377591486,0.327651491,0.000179939,2500,2.888,0,2.66,50,2.330131261,SF
1.771911102,0.647068364,0.002895543,2500,0.2,0,3.2,50,1.736599895,SF
2.837519243,0.4086632,0.000139492,2500,2.888,0,2.36,50,2.780824389,SF
0.247973648,0.022184655,9.22E-05,2500,3.08,0,3.98,50,0.242970097,SF
2.277699421,0.626059855,0.003915682,2500,0.296,0,3.56,50,2.232195229,SF
1.796353328,0.800566691,0.000106669,2500,0.968,0,2.06,50,1.760433492,SF
1.929272365,0.337221382,0.185587664,2500,0.2,0,3.5,50,1.890808282,SF
2.867625256,0.624786982,0.002646554,2500,0.488,0,3.56,50,2.810288423,SF
0.279467379,0.025740364,8.61E-05,2500,4.328,0,3.26,50,0.273820469,SF
1.706945808,0.408115491,0.000283791,2500,1.928,0,2.78,50,1.672913488,SF
2.711584443,0.679458036,0.000288143,2500,0.776,0,2.78,50,2.657366361,SF
2.294166973,0.767429745,0.000203945,2500,0.584,0,2.42,50,2.248300128,SF
2.494032966,0.605467273,0.001715376,2500,0.392,0,3.74,50,2.444171775,SF
0.269027884,0.026378618,0.00010118,2500,3.944,0,3.32,50,0.263601438,SF
1.477510969,0.210295345,0.000186309,2500,3.272,0,2.96,50,1.448200901,SF
2.630148345,0.366296655,0.000138465,2500,3.176,0,2.36,50,2.57762084,SF
0.360452934,0.020169964,5.03E-05,2500,4.616,0,4.1,50,0.353224045,SF
2.61556095,0.574017964,0.000184184,2500,1.544,0,2.54,50,2.563284119,SF
1.4228324,0.2409176,0.000303699,2500,2.696,0,2.84,50,1.394554483,SF
2.863210139,0.535777018,0.000132824,2500,2.12,0,2.3,50,2.805981477,SF
1.405739,0.126545164,0.000144397,2500,4.616,0,2.84,50,1.378069745,SF
0.178610378,0.070232218,0.000736798,2500,2.504,0,3.2,50,0.174955792,SF
0.301596993,0.020847418,6.80E-05,2500,3.656,0,4.52,50,0.295479435,SF
0.15121436,0.036923636,0.000460841,2500,1.64,0,4.82,50,0.148041175,SF
0.279230712,0.022923491,7.45E-05,2500,3.944,0,3.5,50,0.273599862,SF
0.723627288,0.359918036,0.001563766,2500,0.776,0,4.64,50,0.70925914,SF
0.797055882,0.259747855,0.00065478,2500,1.64,0,3.5,50,0.781327099,SF
1.660320048,0.192829891,0.000177412,2500,3.656,0,2.72,50,1.627356806,SF
1.697299988,0.796764873,0.00012078,2500,0.872,0,2.06,50,1.663358298,SF
2.303956764,0.7315344,0.000150356,2500,0.968,0,2.3,50,2.257883483,SF
2.867618661,0.595521891,0.000160153,2500,1.64,0,2.36,50,2.810293525,SF
0.234319929,0.0305824,0.000142869,2500,3.56,0,3.2,50,0.229592037,SF
0.301343137,0.026010036,8.17E-05,2500,4.52,0,3.32,50,0.295261893,SF
0.218810985,0.024658982,0.000129599,2500,2.696,0,4.22,50,0.21433611,SF
2.434114837,0.434060655,6.79E-05,2500,4.52,0,2,50,2.385491548,SF
0.308574256,0.025608655,7.15E-05,2500,5,0,3.14,50,0.30235916,SF
0.222273243,0.023364145,0.000121205,2500,2.6,0,4.58,50,0.217716763,SF
0.323959783,0.274001382,0.001322277,2500,1.064,0,4.4,50,0.317841917,SF
0.243062487,0.027024073,0.000129855,2500,3.08,0,4.16,50,0.238151919,SF
2.052442206,0.301423345,0.000196004,2500,2.792,0,2.72,50,2.011505391,SF
2.04973078,0.7545848,9.63E-05,2500,1.448,0,2,50,2.008747572,SF
0.184824674,0.028379273,0.000218155,2500,2.12,0,4.58,50,0.180985588,SF
0.231076035,0.105726473,0.000273514,2500,3.656,0,2.96,50,0.226498476,SF
2.139741799,0.4087024,0.000216647,2500,2.12,0,2.84,50,2.097027952,SF
0.255030783,0.023565527,9.28E-05,2500,3.368,0,3.74,50,0.249823932,SF
0.256701731,0.021688436,8.45E-05,2500,3.176,0,4.4,50,0.251547236,SF
0.255505985,0.0986184,0.000201341,2500,4.424,0,2.9,50,0.250462019,SF
2.282613378,0.5651088,0.000796141,2500,0.584,0,3.68,50,2.236983614,SF
0.518951415,0.144557527,0.000895851,2500,2.12,0,3.5,50,0.509018249,SF
0.221217641,0.025406327,0.000126259,2500,2.984,0,3.62,50,0.216715896,SF
2.590818288,0.617844582,0.000321219,2500,0.872,0,3.02,50,2.539021339,SF
2.562709154,0.448244073,0.000163003,2500,2.312,0,2.48,50,2.511515896,SF
0.228458126,0.033875855,0.00018662,2500,3.176,0,3.44,50,0.223836869,SF
0.242142574,0.0281976,0.00012481,2500,3.56,0,3.38,50,0.237234758,SF
2.15969907,0.436446255,0.000319006,2500,1.544,0,3.14,50,2.116570197,SF
2.549555899,0.642852655,0.000213433,2500,1.064,0,2.6,50,2.498584349,SF
2.282427223,0.372246109,0.000190415,2500,2.408,0,2.6,50,2.236863542,SF
0.09785149,0.300265745,0.001591169,2500,0.968,0,4.7,50,0.097599263,SF
0.187000618,0.043797382,0.000384662,2500,2.504,0,3.5,50,0.183142186,SF
0.293293588,0.021008,6.95E-05,2500,3.56,0,4.4,50,0.28734585,SF
0.271177874,0.022318255,7.89E-05,2500,3.656,0,3.68,50,0.265698457,SF
0.17518139,0.036765164,0.000309753,2500,2.408,0,3.32,50,0.17154524,SF
0.143576989,0.143640218,0.001276312,2500,1.736,0,3.8,50,0.14086873,SF
2.407511956,0.571034836,0.000220178,2500,1.448,0,2.72,50,2.359406773,SF
0.310925855,0.020915782,5.99E-05,2500,4.136,0,4.04,50,0.304651874,SF
0.216008596,0.025079564,0.00013412,2500,2.696,0,4.34,50,0.211580905,SF
1.097575536,0.422450109,0.000577117,2500,1.16,0,3.44,50,1.075734024,SF
0.117814307,0.274424873,0.00108608,2500,1.256,0,3.98,50,0.117460002,SF
0.977031177,0.254222327,0.000310544,2500,2.504,0,2.84,50,0.957742298,SF
3.123724155,0.429606327,7.53E-05,2500,4.136,0,2.12,50,3.061287761,SF
2.270545457,0.287646909,9.75E-05,2500,4.616,0,2.36,50,2.225261,SF
2.827752611,0.542549091,0.000169917,2500,1.832,0,2.48,50,2.771249565,SF
1.405816304,0.252831127,0.000215384,2500,3.08,0,2.78,50,1.377905189,SF
1.672118757,0.282699564,0.000266705,2500,2.408,0,3.02,50,1.63881338,SF
1.184864792,0.441698909,0.00112968,2500,0.776,0,4.4,50,1.161228845,SF
0.291119917,0.032130909,0.000116613,2500,4.232,0,3.26,50,0.2852254,SF
0.296595622,0.022417018,6.34E-05,2500,4.616,0,3.14,50,0.290592516,SF
0.290263815,0.021055491,7.27E-05,2500,3.464,0,4.28,50,0.284349351,SF
3.033229233,0.446919782,9.16E-05,2500,3.56,0,2.18,50,2.972606352,SF
0.199888222,0.062696145,0.000474645,2500,2.888,0,3.26,50,0.195793489,SF
0.460582503,0.300510982,0.001040041,2500,1.16,0,3.92,50,0.451638277,SF
2.458230859,0.696138473,0.002057168,2500,0.392,0,3.08,50,2.409122895,SF
2.514884625,0.728602836,0.000223852,2500,0.68,0,2.54,50,2.464597373,SF
0.143407362,0.062652,0.00104091,2500,1.64,0,4.1,50,0.140408605,SF
0.916568779,0.325281236,0.000494207,2500,1.64,0,3.44,50,0.898422103,SF
0.140613609,0.052882036,0.000817678,2500,1.64,0,4.4,50,0.137625179,SF
0.31839161,0.020300073,5.97E-05,2500,3.944,0,4.52,50,0.311962106,SF
0.159813671,0.033426982,0.000325672,2500,1.928,0,4.22,50,0.15651201,SF
0.231631263,0.023653455,0.000106317,2500,2.984,0,4.04,50,0.226909965,SF
0.290073808,0.040175418,0.0001368,2500,4.232,0,3.5,50,0.284230404,SF
0.201562322,0.025476655,0.000160514,2500,2.312,0,4.94,50,0.197436889,SF
1.491374623,0.158150982,0.000142797,2500,4.712,0,2.66,50,1.461928595,SF
0.230376372,0.034960073,0.000198821,2500,3.08,0,3.44,50,0.225669821,SF
0.324781323,0.021056145,5.61E-05,2500,4.616,0,3.56,50,0.318223689,SF
0.177766343,0.027201891,0.000207666,2500,2.024,0,4.76,50,0.174083285,SF
1.700300113,0.182903418,0.000183286,2500,3.656,0,2.84,50,1.666554026,SF
1.062893064,0.155808073,0.000163926,2500,4.808,0,2.48,50,1.04216623,SF
2.508499153,0.411442836,0.000141396,2500,2.696,0,2.48,50,2.458386027,SF
0.304053612,0.020563782,6.30E-05,2500,3.752,0,4.34,50,0.29794043,SF
0.296286908,0.022944364,7.13E-05,2500,4.232,0,3.62,50,0.290293566,SF
1.654175963,0.417238909,0.000400875,2500,1.448,0,3.2,50,1.621177562,SF
2.600054228,0.656454545,0.000164114,2500,1.256,0,2.36,50,2.548068143,SF
2.168915771,0.8136144,0.000116166,2500,0.872,0,2.36,50,2.125552038,SF
0.156029532,0.122770691,0.001241193,2500,1.928,0,3.68,50,0.152789542,SF
0.296718712,0.021896291,6.63E-05,2500,4.136,0,3.5,50,0.290717384,SF
0.109377803,0.138994618,0.002723773,2500,1.16,0,4.82,50,0.106965341,SF
2.521531426,0.488243345,0.000159397,2500,2.216,0,2.48,50,2.471162605,SF
0.357043881,0.019685018,5.00E-05,2500,4.232,0,4.82,50,0.349849701,SF
0.202096487,0.031335782,0.000194887,2500,2.792,0,3.56,50,0.197951026,SF
2.731852146,0.569095564,0.000111439,2500,2.312,0,2.12,50,2.677251084,SF
0.22024674,0.034399927,0.000187612,2500,3.368,0,3.14,50,0.215773585,SF
1.682768404,0.462345382,0.001104116,2500,0.68,0,4.7,50,1.649151491,SF
2.01415066,0.195093018,0.00010582,2500,4.808,0,2.72,50,1.974123793,SF
0.175520389,0.1229568,0.000659483,2500,2.408,0,3.26,50,0.171886911,SF
2.171571557,0.357800145,9.83E-05,2500,3.752,0,2.54,50,2.128232298,SF
1.998568405,0.4932752,0.000321331,2500,1.352,0,2.96,50,1.958667933,SF
1.027593506,0.319441673,0.000556498,2500,1.544,0,3.44,50,1.007194055,SF
2.64030473,0.621913455,0.000209656,2500,1.256,0,2.66,50,2.587525117,SF
0.151865454,0.068776655,0.000930036,2500,1.832,0,4.04,50,0.148720956,SF
0.18551274,0.085170764,0.000551371,2500,2.408,0,3.5,50,0.181892945,SF
0.288114688,0.023181018,7.39E-05,2500,4.136,0,3.68,50,0.282310708,SF
0.399159447,0.018759636,4.35E-05,2500,4.616,0,4.94,50,0.391124662,SF
3.440104921,0.337142109,0.000100715,2500,4.136,0,2.3,50,3.37135955,SF
0.388519394,0.019943127,4.51E-05,2500,5,0,3.92,50,0.380692558,SF
0.25566722,0.026332145,0.000102003,2500,3.848,0,3.32,50,0.250483837,SF
1.93355022,0.388702764,0.000201363,2500,2.312,0,2.72,50,1.894973032,SF
1.371654986,0.394278036,0.00036736,2500,1.64,0,3.02,50,1.344343407,SF
0.253702743,0.022258545,9.06E-05,2500,3.08,0,4.28,50,0.248535976,SF
0.369229972,0.019864509,4.48E-05,2500,5,0,3.62,50,0.361779881,SF
0.163130024,0.060417455,0.000700013,2500,1.928,0,3.98,50,0.159767921,SF
0.203317941,0.027377818,0.000157775,2500,2.6,0,4.04,50,0.199133676,SF
0.183154406,0.0271568,0.000201319,2500,2.12,0,4.4,50,0.179349565,SF
0.240498608,0.022190473,0.000105182,2500,2.696,0,4.88,50,0.235603846,SF
0.12781986,0.046985527,0.000808318,2500,1.448,0,4.58,50,0.125106405,SF
0.180685292,0.080227055,0.00083179,2500,2.312,0,3.56,50,0.17695726,SF
1.412001948,0.8244032,0.000256703,2500,0.296,0,2.24,50,1.388318543,SF
0.147630357,0.038094327,0.000471311,2500,1.736,0,4.46,50,0.144535635,SF
0.108437036,0.111878909,0.002909898,2500,1.16,0,4.88,50,0.106106224,SF
0.15885864,0.034647418,0.000361122,2500,1.832,0,4.58,50,0.155526702,SF
0.200313367,0.028093455,0.000177684,2500,2.504,0,4.1,50,0.196221855,SF
0.237680031,0.022696727,0.000100264,2500,2.984,0,4.46,50,0.232844534,SF
2.300178832,0.476708364,0.011606012,2500,0.392,0,5,50,2.254204321,SF
2.721337283,0.527205236,0.000165809,2500,1.928,0,2.42,50,2.666957641,SF
2.727848669,0.643856582,0.000504616,2500,0.488,0,3.38,50,2.673305743,SF
0.391962931,0.019253891,4.65E-05,2500,4.616,0,4.88,50,0.384068813,SF
2.857731245,0.367507709,0.000130853,2500,3.176,0,2.48,50,2.800642076,SF
1.200553646,0.428372582,0.001085455,2500,0.776,0,4.16,50,1.176607797,SF
0.597680479,0.159933745,0.000394221,2500,2.696,0,3.02,50,0.58630451,SF
0.281920589,0.021017745,7.14E-05,2500,3.464,0,4.64,50,0.276201453,SF
0.275664308,0.035590618,0.000131493,2500,4.52,0,3.14,50,0.270129255,SF
2.043494033,0.551776436,0.000688979,2500,0.68,0,3.74,50,2.002652981,SF
1.445982333,0.461999345,0.000759985,2500,0.872,0,3.74,50,1.417122724,SF
0.263002645,0.024120218,8.52E-05,2500,3.752,0,3.56,50,0.257642595,SF
0.237029236,0.040304218,0.000194086,2500,3.848,0,3.08,50,0.232203706,SF
1.593430368,0.799304364,0.000297408,2500,0.296,0,2.42,50,1.564214443,SF
1.692186141,0.328315927,0.000358761,2500,1.928,0,3.02,50,1.658453663,SF
0.2504148,0.0341024,0.000157082,2500,3.752,0,3.44,50,0.245305877,SF
0.199146399,0.025776218,0.0001549,2500,2.504,0,4.22,50,0.195062393,SF
0.268254221,0.029414255,0.00011437,2500,4.232,0,3.14,50,0.262803928,SF
0.435145106,0.018792073,4.02E-05,2500,5,0,4.76,50,0.426414384,SF
0.130291042,0.059263564,0.00118243,2500,1.448,0,4.82,50,0.127507777,SF
2.147193719,0.0537968,0.002643398,2500,0.2,0,5,50,2.104293772,SF
0.110952094,0.170053018,0.003146758,2500,1.16,0,4.64,50,0.108549453,SF
1.294341006,0.406096873,0.000557221,2500,1.256,0,3.62,50,1.268552367,SF
0.285098209,0.034621745,0.000121718,2500,4.616,0,2.96,50,0.279351676,SF
0.401347336,0.019045527,4.19E-05,2500,4.904,0,4.46,50,0.393308003,SF
0.237797445,0.022665309,9.75E-05,2500,2.984,0,4.22,50,0.232954432,SF
3.374705299,0.404545527,6.92E-05,2500,4.904,0,2.06,50,3.307248344,SF
0.333741163,0.020081236,5.77E-05,2500,3.944,0,4.58,50,0.326979031,SF
2.338448524,0.458680945,0.000179604,2500,2.216,0,2.6,50,2.291757113,SF
0.266845171,0.021994109,8.57E-05,2500,3.176,0,4.34,50,0.261448845,SF
2.525218212,0.599772291,0.000118927,2500,2.024,0,2.24,50,2.474752972,SF
0.31306193,0.300211055,0.001407563,2500,1.064,0,4.34,50,0.30714374,SF
0.400601203,0.019162036,4.37E-05,2500,4.808,0,4.34,50,0.392523784,SF
1.187317684,0.862854982,0.000149337,2500,0.392,0,2,50,1.165091515,SF
2.559362879,0.729804727,0.000309556,2500,0.488,0,2.78,50,2.508200052,SF
1.565605104,0.440577091,0.000435101,2500,1.256,0,3.2,50,1.534377248,SF
0.374881453,0.019561382,4.68E-05,2500,4.616,0,4.22,50,0.36737524,SF
0.163584634,0.032776582,0.000307397,2500,1.928,0,4.34,50,0.160192861,SF
0.393082777,0.019357309,4.60E-05,2500,4.616,0,4.64,50,0.385136332,SF
0.255699103,0.031619855,0.000132931,2500,3.944,0,3.14,50,0.250503896,SF
2.124160876,0.334221455,8.62E-05,2500,4.52,0,2.3,50,2.08178911,SF
2.094827787,0.523553745,0.000776647,2500,0.68,0,3.86,50,2.052958141,SF
0.978312637,0.400968073,0.000819759,2500,0.968,0,3.98,50,0.95884967,SF
0.350626468,0.019795418,4.57E-05,2500,4.904,0,3.8,50,0.343593283,SF
0.30336836,0.020822909,6.14E-05,2500,3.944,0,4.04,50,0.297259697,SF
0.249276486,0.023130255,9.30E-05,2500,3.176,0,3.86,50,0.244204432,SF
0.290670534,0.040387127,0.000145436,2500,4.616,0,3.2,50,0.284781424,SF
0.197432594,0.071357164,0.000566818,2500,2.792,0,3.32,50,0.193404294,SF
2.499919944,0.446864364,0.000164731,2500,2.408,0,2.54,50,2.449988209,SF
0.12028675,0.070735055,0.001752495,2500,1.256,0,4.94,50,0.117677569,SF
0.358438287,0.019313891,5.02E-05,2500,4.232,0,4.46,50,0.35123437,SF
2.047118578,0.208016291,0.009528166,2500,0.2,0,3.86,50,2.006235831,SF
0.27497423,0.033466691,0.00012137,2500,4.712,0,2.96,50,0.26941666,SF
2.031070106,0.808170255,0.000458697,2500,0.2,0,2.3,50,2.008845513,SF
0.410338416,0.018926109,4.31E-05,2500,4.808,0,4.76,50,0.402026349,SF
0.290109602,0.021185745,6.90E-05,2500,3.656,0,4.22,50,0.284224271,SF
0.269997216,0.021655273,7.46E-05,2500,3.56,0,4.28,50,0.264533414,SF
2.322485573,0.315700655,0.000175759,2500,2.984,0,2.72,50,2.276134561,SF
0.265027184,0.021368218,8.86E-05,2500,2.984,0,4.76,50,0.25966905,SF
0.381265787,0.019296582,4.75E-05,2500,4.424,0,5,50,0.373585936,SF
0.201058656,0.044159564,0.000323189,2500,2.888,0,3.38,50,0.196947133,SF
3.280948755,0.330111273,8.33E-05,2500,4.808,0,2.18,50,3.215392932,SF
3.104587046,0.4647984,7.19E-05,2500,4.136,0,2,50,3.042529383,SF
0.258665345,0.0832768,0.000259497,2500,4.616,0,2.78,50,0.253397937,SF
